State,State Name,County,County Name,NAICS,NAICS Description,Enterprise Size,Firms,Establishments,Employment,Employment Noise Flag,"Annual Payroll
($1,000)",Annual Payroll Noise Flag
28,Mississippi,9,Benton,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,8,8,22,J,321,G
28,Mississippi,11,Bolivar,713,"Amusement, Gambling, and Recreation Industries",1: Total,11,11,60,J,"1,228",J
28,Mississippi,11,Bolivar,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,44,47,189,G,"3,670",G
28,Mississippi,13,Calhoun,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,21,21,76,G,"1,291",G
28,Mississippi,15,Carroll,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,11,23,J,326,G
28,Mississippi,17,Chickasaw,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,21,21,69,G,"1,076",G
28,Mississippi,19,Choctaw,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,9,9,27,H,465,G
28,Mississippi,21,Claiborne,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,4,G,89,H
28,Mississippi,21,Claiborne,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,7,7,13,J,149,G
28,Mississippi,23,Clarke,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,29,29,109,G,"1,482",G
28,Mississippi,25,Clay,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,130,G,"3,972",H
28,Mississippi,25,Clay,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,28,28,182,H,"2,939",G
28,Mississippi,27,Coahoma,713,"Amusement, Gambling, and Recreation Industries",1: Total,7,7,63,J,"1,184",J
28,Mississippi,27,Coahoma,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,21,22,93,G,"1,600",G
28,Mississippi,29,Copiah,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,32,33,145,H,"2,347",G
28,Mississippi,31,Covington,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,12,J,634,J
28,Mississippi,31,Covington,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,23,23,72,G,"1,236",G
28,Mississippi,33,DeSoto,713,"Amusement, Gambling, and Recreation Industries",1: Total,34,34,614,H,"14,084",H
28,Mississippi,33,DeSoto,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,124,129,"1,129",G,"28,624",G
28,Mississippi,35,Forrest,713,"Amusement, Gambling, and Recreation Industries",1: Total,20,21,328,H,"4,864",H
28,Mississippi,35,Forrest,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,97,97,671,G,"13,549",G
28,Mississippi,37,Franklin,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,19,19,33,G,480,H
28,Mississippi,39,George,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,23,23,112,G,"1,847",G
28,Mississippi,41,Greene,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,12,12,26,G,362,G
28,Mississippi,43,Grenada,713,"Amusement, Gambling, and Recreation Industries",1: Total,8,8,40,H,725,H
28,Mississippi,43,Grenada,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,25,25,98,G,"2,066",G
28,Mississippi,45,Hancock,713,"Amusement, Gambling, and Recreation Industries",1: Total,8,8,48,J,"1,132",J
28,Mississippi,45,Hancock,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,32,32,103,G,"2,166",G
28,Mississippi,47,Harrison,713,"Amusement, Gambling, and Recreation Industries",1: Total,46,49,"1,025",H,"22,807",H
28,Mississippi,47,Harrison,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,181,181,968,G,"24,185",G
28,Mississippi,49,Hinds,713,"Amusement, Gambling, and Recreation Industries",1: Total,37,42,564,G,"15,582",G
28,Mississippi,49,Hinds,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,342,355,"3,014",G,"97,598",G
28,Mississippi,51,Holmes,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,8,J,79,G
28,Mississippi,51,Holmes,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,19,19,30,J,377,G
28,Mississippi,53,Humphreys,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,11,30,J,360,G
28,Mississippi,57,Itawamba,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,14,G,327,H
28,Mississippi,57,Itawamba,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,28,28,69,J,"1,451",G
28,Mississippi,59,Jackson,713,"Amusement, Gambling, and Recreation Industries",1: Total,19,23,328,H,"5,611",G
28,Mississippi,59,Jackson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,120,120,748,G,"15,539",G
28,Mississippi,61,Jasper,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,19,19,61,J,928,G
28,Mississippi,63,Jefferson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,4,4,4,G,45,H
28,Mississippi,65,Jefferson Davis,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,15,15,35,J,521,G
28,Mississippi,67,Jones,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,108,G,"2,073",H
28,Mississippi,67,Jones,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,104,104,547,G,"11,633",G
28,Mississippi,69,Kemper,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,11,27,H,366,H
28,Mississippi,71,Lafayette,713,"Amusement, Gambling, and Recreation Industries",1: Total,17,17,268,J,"5,560",J
28,Mississippi,71,Lafayette,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,68,68,496,G,"26,490",H
28,Mississippi,73,Lamar,713,"Amusement, Gambling, and Recreation Industries",1: Total,15,15,261,H,"4,267",H
28,Mississippi,73,Lamar,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,60,60,633,G,"12,814",G
28,Mississippi,75,Lauderdale,713,"Amusement, Gambling, and Recreation Industries",1: Total,9,9,107,H,"2,000",H
28,Mississippi,75,Lauderdale,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,122,123,675,G,"13,085",G
28,Mississippi,77,Lawrence,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,22,22,67,G,"1,112",G
28,Mississippi,79,Leake,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,6,J,84,J
28,Mississippi,79,Leake,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,30,30,69,H,"1,881",G
28,Mississippi,81,Lee,713,"Amusement, Gambling, and Recreation Industries",1: Total,21,22,233,G,"4,101",G
28,Mississippi,81,Lee,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,104,105,912,G,"26,599",G
28,Mississippi,83,Leflore,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,45,J,"1,057",H
28,Mississippi,83,Leflore,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,32,33,172,H,"3,131",G
28,Mississippi,85,Lincoln,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,8,J,62,G
28,Mississippi,85,Lincoln,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,56,56,326,G,"5,220",G
28,Mississippi,87,Lowndes,713,"Amusement, Gambling, and Recreation Industries",1: Total,18,18,149,G,"2,210",H
28,Mississippi,87,Lowndes,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,77,77,478,G,"8,823",G
28,Mississippi,89,Madison,713,"Amusement, Gambling, and Recreation Industries",1: Total,36,36,540,G,"10,342",G
28,Mississippi,89,Madison,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,122,126,"1,274",G,"41,784",G
28,Mississippi,91,Marion,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,11,J,201,G
28,Mississippi,91,Marion,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,48,48,216,G,"4,256",G
28,Mississippi,93,Marshall,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,29,29,100,G,"2,575",G
28,Mississippi,95,Monroe,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,30,H,316,G
28,Mississippi,95,Monroe,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,46,47,184,G,"3,485",G
28,Mississippi,97,Montgomery,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,16,G,149,G
28,Mississippi,97,Montgomery,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,15,15,52,H,973,G
28,Mississippi,99,Neshoba,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,46,J,356,H
28,Mississippi,99,Neshoba,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,32,34,161,J,"2,653",G
28,Mississippi,101,Newton,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,11,J,87,G
28,Mississippi,101,Newton,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,31,32,111,J,"1,812",G
28,Mississippi,103,Noxubee,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,14,14,37,J,491,G
28,Mississippi,105,Oktibbeha,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,89,J,"1,596",H
28,Mississippi,105,Oktibbeha,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,60,60,436,H,"18,738",H
28,Mississippi,107,Panola,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,28,H,510,H
28,Mississippi,107,Panola,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,42,43,162,H,"2,870",G
28,Mississippi,109,Pearl River,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,39,G,395,G
28,Mississippi,109,Pearl River,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,48,48,293,H,"5,426",G
28,Mississippi,111,Perry,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,11,31,J,441,H
28,Mississippi,113,Pike,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,54,H,670,G
28,Mississippi,113,Pike,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,63,64,303,H,"5,418",G
28,Mississippi,115,Pontotoc,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,13,J,336,J
28,Mississippi,115,Pontotoc,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,33,33,212,H,"6,543",H
28,Mississippi,117,Prentiss,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,27,J,279,J
28,Mississippi,117,Prentiss,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,26,26,89,G,"2,194",G
28,Mississippi,119,Quitman,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,9,9,16,J,300,G
28,Mississippi,121,Rankin,713,"Amusement, Gambling, and Recreation Industries",1: Total,36,37,361,H,"4,723",G
28,Mississippi,121,Rankin,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,155,156,"1,270",G,"36,792",G
28,Mississippi,123,Scott,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,38,38,114,G,"2,061",G
28,Mississippi,125,Sharkey,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,12,12,64,H,"1,405",H
28,Mississippi,127,Simpson,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,7,J,132,G
28,Mississippi,127,Simpson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,36,36,139,G,"2,376",G
28,Mississippi,129,Smith,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,17,17,57,G,730,G
28,Mississippi,131,Stone,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,12,12,48,H,686,G
28,Mississippi,133,Sunflower,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,32,33,133,G,"2,294",G
28,Mississippi,135,Tallahatchie,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,5,J,96,H
28,Mississippi,135,Tallahatchie,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,24,24,66,H,"1,670",H
28,Mississippi,137,Tate,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,24,H,344,G
28,Mississippi,137,Tate,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,39,39,400,G,"7,390",G
28,Mississippi,139,Tippah,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,44,44,142,H,"2,428",G
28,Mississippi,141,Tishomingo,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,79,G,"2,215",H
28,Mississippi,141,Tishomingo,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,15,15,60,J,"1,282",H
28,Mississippi,143,Tunica,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,159,J,"4,952",J
28,Mississippi,143,Tunica,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,6,6,22,J,373,H
28,Mississippi,145,Union,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,43,43,215,G,"3,257",G
28,Mississippi,147,Walthall,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,20,20,96,H,"1,372",G
28,Mississippi,149,Warren,713,"Amusement, Gambling, and Recreation Industries",1: Total,12,13,143,G,"2,201",G
28,Mississippi,149,Warren,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,61,63,297,G,"6,411",G
28,Mississippi,151,Washington,713,"Amusement, Gambling, and Recreation Industries",1: Total,8,8,68,J,"1,294",H
28,Mississippi,151,Washington,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,76,79,489,H,"16,328",H
28,Mississippi,153,Wayne,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,25,25,116,H,"1,710",G
28,Mississippi,155,Webster,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,15,15,45,J,867,G
28,Mississippi,157,Wilkinson,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,19,J,340,G
28,Mississippi,157,Wilkinson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,10,10,34,G,520,G
28,Mississippi,159,Winston,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,35,35,104,H,"2,044",G
28,Mississippi,161,Yalobusha,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,17,17,60,G,903,G
28,Mississippi,163,Yazoo,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,15,J,253,H
28,Mississippi,163,Yazoo,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,24,24,110,G,"2,626",H
28,Mississippi,999,Statewide Mississippi,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,5,5,22,G,"2,032",H
29,Missouri,1,Adair,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,84,J,920,J
29,Missouri,1,Adair,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,36,36,138,G,"2,826",G
29,Missouri,3,Andrew,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,71,J,"1,478",J
29,Missouri,3,Andrew,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,16,16,56,G,"1,103",G
29,Missouri,5,Atchison,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,10,G,119,G
29,Missouri,5,Atchison,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,16,16,44,G,395,H
29,Missouri,7,Audrain,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,112,H,"1,283",G
29,Missouri,7,Audrain,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,28,28,113,G,"1,645",G
29,Missouri,9,Barry,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,135,G,"3,047",H
29,Missouri,9,Barry,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,48,48,193,G,"3,562",G
29,Missouri,11,Barton,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,16,16,66,J,"1,166",G
29,Missouri,13,Bates,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,4,J,107,J
29,Missouri,13,Bates,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,26,26,59,J,837,G
29,Missouri,15,Benton,713,"Amusement, Gambling, and Recreation Industries",1: Total,10,10,41,H,"1,223",G
29,Missouri,15,Benton,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,32,32,116,H,"1,757",G
29,Missouri,17,Bollinger,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,9,9,33,J,339,H
29,Missouri,19,Boone,713,"Amusement, Gambling, and Recreation Industries",1: Total,52,56,756,H,"13,474",G
29,Missouri,19,Boone,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,182,183,"1,649",G,"54,673",G
29,Missouri,21,Buchanan,713,"Amusement, Gambling, and Recreation Industries",1: Total,17,18,336,H,"7,641",H
29,Missouri,21,Buchanan,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,107,108,673,G,"21,117",G
29,Missouri,23,Butler,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,56,H,"1,385",H
29,Missouri,23,Butler,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,39,39,258,G,"6,179",G
29,Missouri,25,Caldwell,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,14,14,20,H,341,G
29,Missouri,27,Callaway,713,"Amusement, Gambling, and Recreation Industries",1: Total,8,8,78,G,"1,681",H
29,Missouri,27,Callaway,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,40,40,161,G,"3,950",G
29,Missouri,29,Camden,713,"Amusement, Gambling, and Recreation Industries",1: Total,35,36,380,H,"12,358",G
29,Missouri,29,Camden,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,53,53,224,G,"5,219",G
29,Missouri,31,Cape Girardeau,713,"Amusement, Gambling, and Recreation Industries",1: Total,23,23,498,G,"16,748",H
29,Missouri,31,Cape Girardeau,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,111,111,889,G,"20,622",G
29,Missouri,33,Carroll,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,17,17,69,G,"1,347",H
29,Missouri,35,Carter,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,5,5,9,J,187,H
29,Missouri,37,Cass,713,"Amusement, Gambling, and Recreation Industries",1: Total,16,16,174,H,"4,607",H
29,Missouri,37,Cass,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,98,98,583,G,"12,273",G
29,Missouri,39,Cedar,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,20,J,454,J
29,Missouri,39,Cedar,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,21,21,131,H,"2,817",G
29,Missouri,41,Chariton,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,36,J,810,J
29,Missouri,41,Chariton,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,18,18,59,J,"1,130",J
29,Missouri,43,Christian,713,"Amusement, Gambling, and Recreation Industries",1: Total,19,19,114,G,"2,668",G
29,Missouri,43,Christian,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,80,81,689,G,"14,341",G
29,Missouri,45,Clark,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,10,10,26,H,213,H
29,Missouri,47,Clay,713,"Amusement, Gambling, and Recreation Industries",1: Total,46,50,"1,285",H,"32,876",H
29,Missouri,47,Clay,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,196,196,"2,374",G,"58,066",G
29,Missouri,49,Clinton,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,15,G,733,H
29,Missouri,49,Clinton,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,17,17,61,G,"1,032",G
29,Missouri,51,Cole,713,"Amusement, Gambling, and Recreation Industries",1: Total,20,21,415,G,"9,084",H
29,Missouri,51,Cole,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,190,191,"1,494",G,"70,987",H
29,Missouri,53,Cooper,713,"Amusement, Gambling, and Recreation Industries",1: Total,7,7,59,J,907,J
29,Missouri,53,Cooper,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,20,20,73,J,"1,314",H
29,Missouri,55,Crawford,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,28,28,94,H,"1,668",G
29,Missouri,57,Dade,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,17,J,602,J
29,Missouri,57,Dade,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,12,12,47,H,616,G
29,Missouri,59,Dallas,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,53,J,892,J
29,Missouri,59,Dallas,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,13,13,35,G,564,G
29,Missouri,61,Daviess,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,7,7,49,J,843,H
29,Missouri,63,DeKalb,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,30,J,268,J
29,Missouri,63,DeKalb,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,12,12,27,H,540,H
29,Missouri,65,Dent,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,13,J,310,J
29,Missouri,65,Dent,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,19,19,52,G,890,G
29,Missouri,67,Douglas,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,15,15,30,H,600,G
29,Missouri,69,Dunklin,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,23,G,347,G
29,Missouri,69,Dunklin,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,41,41,107,G,"1,651",G
29,Missouri,71,Franklin,713,"Amusement, Gambling, and Recreation Industries",1: Total,29,30,372,G,"8,589",H
29,Missouri,71,Franklin,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,130,143,836,G,"15,006",G
29,Missouri,73,Gasconade,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,54,J,928,J
29,Missouri,73,Gasconade,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,27,27,106,G,"2,744",G
29,Missouri,75,Gentry,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,10,10,28,J,336,H
29,Missouri,77,Greene,713,"Amusement, Gambling, and Recreation Industries",1: Total,67,73,"1,614",H,"27,271",G
29,Missouri,77,Greene,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,376,380,"3,108",G,"79,579",G
29,Missouri,79,Grundy,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,2,G,114,G
29,Missouri,79,Grundy,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,27,27,84,G,"1,371",G
29,Missouri,81,Harrison,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,8,8,20,J,404,H
29,Missouri,83,Henry,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,14,J,534,H
29,Missouri,83,Henry,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,34,34,94,H,"1,712",G
29,Missouri,85,Hickory,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,19,J,335,H
29,Missouri,85,Hickory,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,12,12,26,J,323,G
29,Missouri,87,Holt,713,"Amusement, Gambling, and Recreation Industries",1: Total,3,3,3,G,60,J
29,Missouri,87,Holt,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,8,8,13,J,223,G
29,Missouri,89,Howard,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,13,13,57,G,909,G
29,Missouri,91,Howell,713,"Amusement, Gambling, and Recreation Industries",1: Total,8,8,46,J,678,J
29,Missouri,91,Howell,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,54,54,183,G,"3,815",G
29,Missouri,93,Iron,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,17,17,50,H,495,G
29,Missouri,95,Jackson,713,"Amusement, Gambling, and Recreation Industries",1: Total,127,144,"2,191",G,"52,974",G
29,Missouri,95,Jackson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,808,810,"10,256",G,"382,828",G
29,Missouri,97,Jasper,713,"Amusement, Gambling, and Recreation Industries",1: Total,26,26,372,H,"6,032",G
29,Missouri,97,Jasper,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,151,151,"1,078",G,"25,000",G
29,Missouri,99,Jefferson,713,"Amusement, Gambling, and Recreation Industries",1: Total,41,42,445,G,"9,136",G
29,Missouri,99,Jefferson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,158,163,"1,386",H,"43,739",G
29,Missouri,101,Johnson,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,4,16,G,324,H
29,Missouri,101,Johnson,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,55,55,203,G,"3,285",G
29,Missouri,103,Knox,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,6,6,14,G,295,H
29,Missouri,105,Laclede,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,56,H,851,H
29,Missouri,105,Laclede,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,47,47,210,G,"4,283",G
29,Missouri,107,Lafayette,713,"Amusement, Gambling, and Recreation Industries",1: Total,7,7,27,H,305,G
29,Missouri,107,Lafayette,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,50,52,257,H,"7,257",H
29,Missouri,109,Lawrence,713,"Amusement, Gambling, and Recreation Industries",1: Total,5,5,31,J,341,J
29,Missouri,109,Lawrence,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,56,56,295,G,"5,785",G
29,Missouri,111,Lewis,713,"Amusement, Gambling, and Recreation Industries",1: Total,6,6,136,J,"3,721",J
29,Missouri,111,Lewis,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,11,11,17,J,271,G
29,Missouri,113,Lincoln,713,"Amusement, Gambling, and Recreation Industries",1: Total,10,10,93,J,"1,531",H
29,Missouri,113,Lincoln,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,40,43,261,H,"4,923",H
29,Missouri,115,Linn,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,23,23,74,G,856,G
29,Missouri,117,Livingston,713,"Amusement, Gambling, and Recreation Industries",1: Total,4,5,73,J,871,J
29,Missouri,117,Livingston,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,28,28,226,H,"3,366",G
29,Missouri,119,McDonald,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1: Total,17,17,58,G,919,G
